time,District,Party,Mandates,Percentage,validVotesPercentage,Votes
10/6/2019 23:00,Castelo Branco,L,0,0.89,0.93,834
10/6/2019 23:00,Castelo Branco,A,0,0.76,0.8,715
10/6/2019 23:00,Castelo Branco,PCTP/MRPP,0,0.74,0.78,694
10/6/2019 23:00,Castelo Branco,IL,0,0.58,0.61,543
10/6/2019 23:00,Castelo Branco,R.I.R.,0,0.58,0.61,541
10/6/2019 23:00,Castelo Branco,PURP,0,0.29,0.31,273
10/6/2019 23:00,Castelo Branco,PNR,0,0.26,0.28,246
10/6/2019 23:00,Castelo Branco,MPT,0,0.24,0.25,226
10/6/2019 23:00,Castelo Branco,PPM,0,0.2,0.21,183
10/6/2019 23:00,Castelo Branco,PTP,0,0.17,0.18,157
10/6/2019 23:00,Castelo Branco,PDR,0,0.13,0.14,125
10/6/2019 23:00,Coimbra,PS,5,39.02,41.19,79590
10/6/2019 23:00,Coimbra,PPD/PSD,3,26.61,28.09,54279
10/6/2019 23:00,Coimbra,B.E.,1,11.18,11.8,22808
10/6/2019 23:00,Coimbra,PCP-PEV,0,5.59,5.9,11402
10/6/2019 23:00,Coimbra,CDS-PP,0,3.48,3.68,7103
10/6/2019 23:00,Coimbra,PAN,0,2.63,2.77,5355
10/6/2019 23:00,Coimbra,A,0,1.03,1.09,2106
10/6/2019 23:00,Coimbra,L,0,0.94,1,1926
10/6/2019 23:00,Coimbra,CH,0,0.9,0.95,1836
10/6/2019 23:00,Coimbra,IL,0,0.82,0.87,1676
10/6/2019 23:00,Coimbra,R.I.R.,0,0.57,0.6,1154
10/6/2019 23:00,Coimbra,PCTP/MRPP,0,0.51,0.53,1031
10/6/2019 23:00,Coimbra,PNR,0,0.31,0.32,623
10/6/2019 23:00,Coimbra,NC,0,0.22,0.23,441
10/6/2019 23:00,Coimbra,PDR,0,0.22,0.23,453
10/6/2019 23:00,Coimbra,MPT,0,0.2,0.22,417
10/6/2019 23:00,Coimbra,PURP,0,0.2,0.21,402
10/6/2019 23:00,Coimbra,MAS,0,0.12,0.13,251
10/6/2019 23:00,Coimbra,PPM,0,0.12,0.13,245
10/6/2019 23:00,Coimbra,JPP,0,0.07,0.08,149
10/6/2019 23:00,Évora,PS,2,38.33,39.79,28371
10/6/2019 23:00,Évora,PCP-PEV,1,18.89,19.61,13980
10/6/2019 23:00,Évora,PPD/PSD,0,17.48,18.14,12937
10/6/2019 23:00,Évora,B.E.,0,8.95,9.29,6624
10/6/2019 23:00,Évora,CDS-PP,0,3.42,3.56,2535
10/6/2019 23:00,Évora,CH,0,2.22,2.31,1645
10/6/2019 23:00,Évora,PAN,0,1.95,2.03,1446
10/6/2019 23:00,Évora,PCTP/MRPP,0,1.25,1.29,922
10/6/2019 23:00,Évora,L,0,0.68,0.71,503
10/6/2019 23:00,Évora,IL,0,0.66,0.69,490
10/6/2019 23:00,Évora,A,0,0.62,0.64,459
10/6/2019 23:00,Évora,R.I.R.,0,0.45,0.47,334
10/6/2019 23:00,Évora,NC,0,0.42,0.44,311
10/6/2019 23:00,Évora,PNR,0,0.24,0.25,179
10/6/2019 23:00,Évora,PURP,0,0.21,0.22,154
10/6/2019 23:00,Évora,MPT,0,0.19,0.2,143
10/6/2019 23:00,Évora,PPM,0,0.15,0.16,114
10/6/2019 23:00,Évora,PTP,0,0.11,0.12,82
10/6/2019 23:00,Évora,PDR,0,0.09,0.1,70
10/6/2019 23:00,Faro,PS,5,36.76,38.54,63480
10/6/2019 23:00,Faro,PPD/PSD,3,22.3,23.37,38504
10/6/2019 23:00,Faro,B.E.,1,12.31,12.9,21255
10/6/2019 23:00,Faro,PCP-PEV,0,7.05,7.4,12182
10/6/2019 23:00,Faro,PAN,0,4.77,5,8238
10/6/2019 23:00,Faro,CDS-PP,0,3.81,3.99,6578
10/6/2019 23:00,Faro,CH,0,2.14,2.24,3689
10/6/2019 23:00,Faro,L,0,0.99,1.04,1705
10/6/2019 23:00,Faro,PCTP/MRPP,0,0.87,0.92,1510
10/6/2019 23:00,Faro,IL,0,0.82,0.86,1421
10/6/2019 23:00,Faro,A,0,0.76,0.8,1311
10/6/2019 23:00,Faro,R.I.R.,0,0.6,0.63,1038
10/6/2019 23:00,Faro,MPT,0,0.43,0.45,739
10/6/2019 23:00,Faro,NC,0,0.43,0.45,735
10/6/2019 23:00,Faro,PNR,0,0.42,0.44,727
10/6/2019 23:00,Faro,PURP,0,0.29,0.3,498
10/6/2019 23:00,Faro,PPM,0,0.24,0.25,407
10/6/2019 23:00,Faro,PDR,0,0.21,0.22,358
10/6/2019 23:00,Faro,PTP,0,0.21,0.22,355
10/6/2019 23:00,Guarda,PS,2,37.55,39.66,28783
10/6/2019 23:00,Guarda,PPD/PSD,1,34.37,36.3,26343
10/6/2019 23:00,Guarda,B.E.,0,7.81,8.25,5990
10/6/2019 23:00,Guarda,CDS-PP,0,4.99,5.27,3823
10/6/2019 23:00,Guarda,PCP-PEV,0,2.99,3.16,2295
10/6/2019 23:00,Guarda,PAN,0,1.6,1.69,1223
10/6/2019 23:00,Guarda,CH,0,1.48,1.56,1135
10/6/2019 23:00,Guarda,IL,0,0.6,0.64,461
10/6/2019 23:00,Guarda,R.I.R.,0,0.6,0.63,458
10/6/2019 23:00,Guarda,A,0,0.53,0.56,406
10/6/2019 23:00,Guarda,L,0,0.49,0.51,373
10/6/2019 23:00,Guarda,PCTP/MRPP,0,0.47,0.5,363
10/6/2019 23:00,Guarda,PNR,0,0.22,0.23,165
10/6/2019 23:00,Guarda,PTP,0,0.22,0.24,171
10/6/2019 23:00,Guarda,PURP,0,0.2,0.21,154
10/6/2019 23:00,Guarda,MPT,0,0.16,0.17,122
10/6/2019 23:00,Guarda,NC,0,0.15,0.16,118
10/6/2019 23:00,Guarda,PDR,0,0.13,0.14,103
10/6/2019 23:00,Guarda,PPM,0,0.1,0.11,80
10/6/2019 23:00,Leiria,PPD/PSD,5,33.51,35.64,74902
10/6/2019 23:00,Leiria,PS,4,31.07,33.05,69460
10/6/2019 23:00,Leiria,B.E.,1,9.36,9.95,20920
10/6/2019 23:00,Leiria,CDS-PP,0,5.33,5.66,11905
10/6/2019 23:00,Leiria,PCP-PEV,0,4.27,4.54,9534
10/6/2019 23:00,Leiria,PAN,0,2.87,3.05,6415
10/6/2019 23:00,Leiria,CH,0,1.48,1.58,3318
10/6/2019 23:00,Leiria,A,0,0.98,1.04,2185
10/6/2019 23:00,Leiria,IL,0,0.92,0.98,2057
10/6/2019 23:00,Leiria,L,0,0.92,0.98,2050
10/6/2019 23:00,Leiria,R.I.R.,0,0.74,0.78,1649
10/6/2019 23:00,Leiria,PCTP/MRPP,0,0.73,0.78,1629
10/6/2019 23:00,Leiria,MPT,0,0.3,0.32,668
10/6/2019 23:00,Leiria,PNR,0,0.28,0.3,622
10/6/2019 23:00,Leiria,NC,0,0.26,0.28,583
10/6/2019 23:00,Leiria,PDR,0,0.24,0.26,547
10/6/2019 23:00,Leiria,PPM,0,0.22,0.23,490
10/6/2019 23:00,Leiria,PURP,0,0.22,0.23,486
10/6/2019 23:00,Leiria,PTP,0,0.17,0.18,380
10/6/2019 23:00,Leiria,JPP,0,0.1,0.1,217
10/6/2019 23:00,Leiria,MAS,0,0.08,0.08,169
10/6/2019 23:00,Lisboa,PS,12,37.12,38.56,320662
10/6/2019 23:00,Lisboa,PPD/PSD,7,22.21,23.07,191887
10/6/2019 23:00,Lisboa,B.E.,3,9.7,10.08,83820
10/6/2019 23:00,Lisboa,PCP-PEV,2,7.99,8.3,69048
10/6/2019 23:00,Lisboa,PAN,1,4.44,4.61,38333
10/6/2019 23:00,Lisboa,CDS-PP,1,4.31,4.48,37221
10/6/2019 23:00,Lisboa,IL,0,2.27,2.36,19609
10/6/2019 23:00,Lisboa,CH,0,2.07,2.15,17907
10/6/2019 23:00,Lisboa,L,0,1.88,1.95,16231
10/6/2019 23:00,Lisboa,A,0,1.25,1.29,10767
10/6/2019 23:00,Lisboa,PCTP/MRPP,0,0.85,0.88,7312
10/6/2019 23:00,Lisboa,PNR,0,0.45,0.47,3907
10/6/2019 23:00,Lisboa,R.I.R.,0,0.44,0.45,3759
10/6/2019 23:00,Lisboa,MPT,0,0.27,0.28,2290
10/6/2019 23:00,Lisboa,NC,0,0.24,0.25,2108
10/6/2019 23:00,Lisboa,PDR,0,0.19,0.19,1603
10/6/2019 23:00,Lisboa,PURP,0,0.19,0.2,1639
10/6/2019 23:00,Lisboa,PPM,0,0.18,0.19,1572
10/6/2019 23:00,Lisboa,MAS,0,0.11,0.12,987
10/6/2019 23:00,Lisboa,PTP,0,0.11,0.11,935
10/6/2019 23:00,Madeira,PPD/PSD,3,37.15,38.03,48231
10/6/2019 23:00,Madeira,PS,3,33.41,34.2,43373
10/6/2019 23:00,Madeira,CDS-PP,0,6.05,6.19,7852
10/6/2019 23:00,Madeira,JPP,0,5.49,5.62,7125
10/6/2019 23:00,Madeira,B.E.,0,5.24,5.37,6806
10/6/2019 23:00,Madeira,PCP-PEV,0,2.08,2.13,2702
10/6/2019 23:00,Madeira,PAN,0,1.82,1.86,2361
10/6/2019 23:00,Madeira,PTP,0,0.91,0.93,1185
10/6/2019 23:00,Madeira,R.I.R.,0,0.91,0.93,1185
10/6/2019 23:00,Madeira,IL,0,0.71,0.73,922
10/6/2019 23:00,Madeira,CH,0,0.7,0.72,911
10/6/2019 23:00,Madeira,PURP,0,0.62,0.63,801
10/6/2019 23:00,Madeira,PCTP/MRPP,0,0.61,0.62,790
10/6/2019 23:00,Madeira,A,0,0.49,0.5,630
10/6/2019 23:00,Madeira,L,0,0.37,0.38,480
10/6/2019 23:00,Madeira,MPT,0,0.36,0.37,465
10/6/2019 23:00,Madeira,PDR,0,0.34,0.35,443
10/6/2019 23:00,Madeira,PNR,0,0.16,0.16,202
10/6/2019 23:00,Madeira,NC,0,0.14,0.15,188
10/6/2019 23:00,Madeira,PPM,0,0.14,0.14,180
10/6/2019 23:00,Portalegre,PS,2,44.73,46.72,22909
10/6/2019 23:00,Portalegre,PPD/PSD,0,20.08,20.97,10284
10/6/2019 23:00,Portalegre,PCP-PEV,0,10.46,10.92,5356
10/6/2019 23:00,Portalegre,B.E.,0,8.1,8.46,4146
10/6/2019 23:00,Portalegre,CDS-PP,0,3.82,3.99,1955
10/6/2019 23:00,Portalegre,CH,0,2.74,2.86,1401
10/6/2019 23:00,Portalegre,PAN,0,1.66,1.74,852
10/6/2019 23:00,Portalegre,PCTP/MRPP,0,1.21,1.27,622
10/6/2019 23:00,Portalegre,L,0,0.56,0.59,287
10/6/2019 23:00,Portalegre,A,0,0.52,0.54,267
10/6/2019 23:00,Portalegre,IL,0,0.5,0.52,255
10/6/2019 23:00,Portalegre,R.I.R.,0,0.41,0.43,209
10/6/2019 23:00,Portalegre,PNR,0,0.31,0.32,158
10/6/2019 23:00,Portalegre,PURP,0,0.22,0.23,115
10/6/2019 23:00,Portalegre,MPT,0,0.18,0.19,94
10/6/2019 23:00,Portalegre,PDR,0,0.13,0.13,65
10/6/2019 23:00,Portalegre,PTP,0,0.12,0.12,61
10/6/2019 23:00,Porto,PS,13,37.06,38.58,314064
10/6/2019 23:00,Porto,PPD/PSD,11,31.24,32.52,264701
10/6/2019 23:00,Porto,B.E.,3,9.83,10.23,83274
10/6/2019 23:00,Porto,PCP-PEV,1,4.69,4.88,39765
10/6/2019 23:00,Porto,CDS-PP,1,3.38,3.52,28672
10/6/2019 23:00,Porto,PAN,1,3.37,3.51,28595
10/6/2019 23:00,Porto,IL,0,1.44,1.5,12182
10/6/2019 23:00,Porto,R.I.R.,0,1.19,1.24,10079
10/6/2019 23:00,Porto,L,0,0.9,0.94,7662
10/6/2019 23:00,Porto,CH,0,0.61,0.63,5168
10/6/2019 23:00,Porto,PCTP/MRPP,0,0.55,0.57,4638
10/6/2019 23:00,Porto,A,0,0.45,0.47,3836
10/6/2019 23:00,Porto,PNR,0,0.21,0.22,1762
10/6/2019 23:00,Porto,PURP,0,0.2,0.21,1708
10/6/2019 23:00,Porto,MPT,0,0.18,0.19,1551
10/6/2019 23:00,Porto,NC,0,0.18,0.18,1496
10/6/2019 23:00,Porto,PDR,0,0.16,0.17,1346
10/6/2019 23:00,Porto,PTP,0,0.15,0.16,1307
10/6/2019 23:00,Porto,JPP,0,0.12,0.12,982
10/6/2019 23:00,Porto,PPM,0,0.09,0.1,777
10/6/2019 23:00,Porto,MAS,0,0.06,0.06,486
10/6/2019 23:00,Santarém,PS,4,37.13,39.03,76836
10/6/2019 23:00,Santarém,PPD/PSD,3,25.2,26.48,52141
10/6/2019 23:00,Santarém,B.E.,1,10.22,10.74,21141
10/6/2019 23:00,Santarém,PCP-PEV,1,7.57,7.95,15662
10/6/2019 23:00,Santarém,CDS-PP,0,4.73,4.97,9793
10/6/2019 23:00,Santarém,PAN,0,2.59,2.72,5364
10/6/2019 23:00,Santarém,CH,0,2.03,2.14,4210
10/6/2019 23:00,Santarém,L,0,0.86,0.91,1782
10/6/2019 23:00,Santarém,A,0,0.82,0.86,1698
10/6/2019 23:00,Santarém,IL,0,0.78,0.82,1605
10/6/2019 23:00,Santarém,PCTP/MRPP,0,0.69,0.73,1432
10/6/2019 23:00,Santarém,R.I.R.,0,0.61,0.64,1266
10/6/2019 23:00,Santarém,PNR,0,0.4,0.42,834
10/6/2019 23:00,Santarém,NC,0,0.39,0.41,814
10/6/2019 23:00,Santarém,PDR,0,0.29,0.31,605
10/6/2019 23:00,Santarém,PURP,0,0.24,0.25,498
10/6/2019 23:00,Santarém,MPT,0,0.23,0.24,471
10/6/2019 23:00,Santarém,PPM,0,0.23,0.24,468
10/6/2019 23:00,Santarém,PTP,0,0.13,0.13,265
10/6/2019 23:00,Setúbal,PS,4,38.48,39.97,112404
10/6/2019 23:00,Setúbal,PCP-PEV,1,15.57,16.18,45483
10/6/2019 23:00,Setúbal,PPD/PSD,1,14.36,14.92,41953
10/6/2019 23:00,Setúbal,B.E.,1,12.12,12.59,35405
10/6/2019 23:00,Setúbal,PAN,0,4.51,4.69,13178
10/6/2019 23:00,Setúbal,CDS-PP,0,2.93,3.04,8556
10/6/2019 23:00,Setúbal,CH,0,1.96,2.04,5729
10/6/2019 23:00,Setúbal,L,0,1.24,1.29,3625
10/6/2019 23:00,Setúbal,IL,0,1.04,1.08,3025
10/6/2019 23:00,Setúbal,PCTP/MRPP,0,0.91,0.95,2666
10/6/2019 23:00,Setúbal,A,0,0.72,0.75,2110
10/6/2019 23:00,Setúbal,R.I.R.,0,0.58,0.6,1690
10/6/2019 23:00,Setúbal,PNR,0,0.44,0.45,1274
10/6/2019 23:00,Setúbal,MPT,0,0.3,0.31,869
10/6/2019 23:00,Setúbal,PURP,0,0.27,0.28,780
10/6/2019 23:00,Setúbal,NC,0,0.26,0.27,749
10/6/2019 23:00,Setúbal,PDR,0,0.2,0.2,570
10/6/2019 23:00,Setúbal,PPM,0,0.19,0.2,549
10/6/2019 23:00,Setúbal,PTP,0,0.11,0.11,311
10/6/2019 23:00,Setúbal,MAS,0,0.09,0.09,261
10/6/2019 23:00,Viana do Castelo,PS,3,34.77,36.51,42392
10/6/2019 23:00,Viana do Castelo,PPD/PSD,3,33.79,35.48,41196
10/6/2019 23:00,Viana do Castelo,B.E.,0,8.47,8.89,10320
10/6/2019 23:00,Viana do Castelo,CDS-PP,0,6.21,6.53,7576
10/6/2019 23:00,Viana do Castelo,PCP-PEV,0,3.97,4.17,4839
10/6/2019 23:00,Viana do Castelo,PAN,0,2.36,2.48,2876
10/6/2019 23:00,Viana do Castelo,R.I.R.,0,0.87,0.91,1058
10/6/2019 23:00,Viana do Castelo,CH,0,0.7,0.74,858
10/6/2019 23:00,Viana do Castelo,IL,0,0.57,0.6,692
10/6/2019 23:00,Viana do Castelo,A,0,0.56,0.58,679
10/6/2019 23:00,Viana do Castelo,L,0,0.56,0.59,688
10/6/2019 23:00,Viana do Castelo,PCTP/MRPP,0,0.55,0.58,671
10/6/2019 23:00,Viana do Castelo,JPP,0,0.48,0.51,587
10/6/2019 23:00,Viana do Castelo,PNR,0,0.24,0.25,292
10/6/2019 23:00,Viana do Castelo,PDR,0,0.23,0.24,281
10/6/2019 23:00,Viana do Castelo,NC,0,0.21,0.22,259
10/6/2019 23:00,Viana do Castelo,MPT,0,0.17,0.18,209
10/6/2019 23:00,Viana do Castelo,PPM,0,0.17,0.18,204
10/6/2019 23:00,Viana do Castelo,PTP,0,0.17,0.18,208
10/6/2019 23:00,Viana do Castelo,PURP,0,0.17,0.18,212
10/6/2019 23:00,Vila Real,PPD/PSD,3,39.04,40.94,39143
10/6/2019 23:00,Vila Real,PS,2,37.21,39.02,37306
10/6/2019 23:00,Vila Real,B.E.,0,6.06,6.36,6078
10/6/2019 23:00,Vila Real,CDS-PP,0,4.5,4.72,4510
10/6/2019 23:00,Vila Real,PCP-PEV,0,2.51,2.63,2519
10/6/2019 23:00,Vila Real,PAN,0,1.65,1.73,1651
10/6/2019 23:00,Vila Real,CH,0,0.79,0.83,791
10/6/2019 23:00,Vila Real,A,0,0.7,0.73,700
10/6/2019 23:00,Vila Real,R.I.R.,0,0.65,0.68,648
10/6/2019 23:00,Vila Real,PCTP/MRPP,0,0.58,0.61,579
10/6/2019 23:00,Vila Real,L,0,0.55,0.57,549
10/6/2019 23:00,Vila Real,IL,0,0.42,0.44,425
10/6/2019 23:00,Vila Real,PPM,0,0.19,0.2,188
10/6/2019 23:00,Vila Real,PDR,0,0.18,0.19,185
10/6/2019 23:00,Vila Real,NC,0,0.17,0.18,171
10/6/2019 23:00,Vila Real,PNR,0,0.16,0.17,162
10/6/2019 23:00,Viseu,PPD/PSD,4,36.24,38.1,64373
10/6/2019 23:00,Viseu,PS,4,35.37,37.19,62833
10/6/2019 23:00,Viseu,B.E.,0,7.86,8.26,13956
10/6/2019 23:00,Viseu,CDS-PP,0,5.89,6.19,10462
10/6/2019 23:00,Viseu,PCP-PEV,0,2.3,2.42,4082
10/6/2019 23:00,Viseu,PAN,0,2.13,2.24,3778
10/6/2019 23:00,Viseu,CH,0,0.97,1.02,1721
10/6/2019 23:00,Viseu,R.I.R.,0,0.75,0.79,1336
10/6/2019 23:00,Viseu,A,0,0.68,0.72,1215
10/6/2019 23:00,Viseu,IL,0,0.55,0.58,974
10/6/2019 23:00,Viseu,PCTP/MRPP,0,0.51,0.53,900
10/6/2019 23:00,Viseu,L,0,0.49,0.52,875
10/6/2019 23:00,Viseu,PDR,0,0.26,0.27,457
10/6/2019 23:00,Viseu,PPM,0,0.2,0.21,356
10/6/2019 23:00,Viseu,PURP,0,0.2,0.21,363
10/6/2019 23:00,Viseu,NC,0,0.19,0.2,332
10/6/2019 23:00,Viseu,PNR,0,0.18,0.19,326
10/6/2019 23:00,Viseu,MPT,0,0.14,0.15,256
10/6/2019 23:00,Viseu,PTP,0,0.13,0.14,239
10/6/2019 23:00,Viseu,JPP,0,0.07,0.07,118
10/6/2019 23:05,Território Nacional,PS,87,36.74,38.42,1728927
10/6/2019 23:05,Território Nacional,PPD/PSD,65,28.28,29.58,1330923
10/6/2019 23:05,Território Nacional,B.E.,14,9.57,10.01,450217
10/6/2019 23:05,Território Nacional,PCP-PEV,7,6.25,6.54,294167
10/6/2019 23:05,Território Nacional,CDS-PP,3,4.27,4.46,200828
10/6/2019 23:05,Território Nacional,PAN,2,3.19,3.34,150319
10/6/2019 23:05,Território Nacional,CH,0,1.29,1.35,60548
10/6/2019 23:05,Território Nacional,IL,0,1.19,1.25,56073
10/6/2019 23:05,Território Nacional,L,0,1,1.05,47194
10/6/2019 23:05,Território Nacional,A,0,0.75,0.78,35131
10/6/2019 23:05,Território Nacional,R.I.R.,0,0.71,0.74,33195
10/6/2019 23:05,Território Nacional,PCTP/MRPP,0,0.68,0.71,31961
10/6/2019 23:05,Território Nacional,PNR,0,0.29,0.31,13822
10/6/2019 23:05,Território Nacional,MPT,0,0.23,0.24,10817
10/6/2019 23:05,Território Nacional,NC,0,0.22,0.23,10320
10/6/2019 23:05,Território Nacional,JPP,0,0.21,0.22,9863
10/6/2019 23:05,Território Nacional,PURP,0,0.2,0.21,9598
10/6/2019 23:05,Território Nacional,PDR,0,0.19,0.19,8753
10/6/2019 23:05,Território Nacional,PPM,0,0.15,0.16,7285
10/6/2019 23:05,Território Nacional,PTP,0,0.15,0.16,7114
10/6/2019 23:05,Território Nacional,MAS,0,0.06,0.06,2841
10/6/2019 23:05,Açores,PS,3,40.06,42.76,33472
10/6/2019 23:05,Açores,PPD/PSD,2,30.21,32.26,25249
10/6/2019 23:05,Açores,B.E.,0,7.97,8.51,6661
10/6/2019 23:05,Açores,CDS-PP,0,4.8,5.13,4014
10/6/2019 23:05,Açores,PAN,0,2.65,2.83,2215
10/6/2019 23:05,Açores,PCP-PEV,0,2.45,2.61,2045
10/6/2019 23:05,Açores,A,0,0.88,0.94,732
10/6/2019 23:05,Açores,CH,0,0.85,0.91,709
10/6/2019 23:05,Açores,L,0,0.85,0.91,714
10/6/2019 23:05,Açores,IL,0,0.68,0.73,568
10/6/2019 23:05,Açores,PCTP/MRPP,0,0.63,0.67,528
10/6/2019 23:05,Açores,PPM,0,0.5,0.53,418
10/6/2019 23:05,Açores,MPT,0,0.39,0.42,326
10/6/2019 23:05,Açores,PNR,0,0.32,0.34,268
10/6/2019 23:05,Açores,PTP,0,0.17,0.19,145
10/6/2019 23:05,Açores,MAS,0,0.13,0.14,112
10/6/2019 23:05,Açores,PDR,0,0.12,0.13,100
10/6/2019 23:05,Aveiro,PS,5,34.34,36.09,118360
10/6/2019 23:05,Aveiro,PPD/PSD,5,33.58,35.29,115746
10/6/2019 23:05,Aveiro,B.E.,1,9.91,10.41,34156
10/6/2019 23:05,Aveiro,CDS-PP,0,5.72,6.01,19714
10/6/2019 23:05,Aveiro,PCP-PEV,0,3.04,3.2,10484
10/6/2019 23:05,Aveiro,PAN,0,2.94,3.09,10120
10/6/2019 23:05,Aveiro,IL,0,1.01,1.07,3495
10/6/2019 23:05,Aveiro,R.I.R.,0,0.79,0.83,2706
10/6/2019 23:05,Aveiro,CH,0,0.73,0.77,2524
10/6/2019 23:05,Aveiro,L,0,0.67,0.71,2314
10/6/2019 23:05,Aveiro,A,0,0.61,0.65,2116
10/6/2019 23:05,Aveiro,PCTP/MRPP,0,0.54,0.57,1856
10/6/2019 23:05,Aveiro,MPT,0,0.2,0.21,689
10/6/2019 23:05,Aveiro,PNR,0,0.2,0.21,675
10/6/2019 23:05,Aveiro,PURP,0,0.2,0.21,687
10/6/2019 23:05,Aveiro,NC,0,0.18,0.19,611
10/6/2019 23:05,Aveiro,PDR,0,0.16,0.17,544
10/6/2019 23:05,Aveiro,PTP,0,0.16,0.17,554
10/6/2019 23:05,Aveiro,PPM,0,0.11,0.12,378
10/6/2019 23:05,Aveiro,JPP,0,0.08,0.08,260
10/6/2019 23:05,Beja,PS,2,40.71,42.33,26161
10/6/2019 23:05,Beja,PCP-PEV,1,22.8,23.71,14655
10/6/2019 23:05,Beja,PPD/PSD,0,13.29,13.82,8544
10/6/2019 23:05,Beja,B.E.,0,9.08,9.44,5833
10/6/2019 23:05,Beja,CDS-PP,0,2.3,2.39,1480
10/6/2019 23:05,Beja,CH,0,2.04,2.12,1313
10/6/2019 23:05,Beja,PAN,0,1.97,2.05,1269
10/6/2019 23:05,Beja,PCTP/MRPP,0,1.35,1.4,865
10/6/2019 23:05,Beja,L,0,0.62,0.64,397
10/6/2019 23:05,Beja,IL,0,0.43,0.45,279
10/6/2019 23:05,Beja,A,0,0.39,0.41,252
10/6/2019 23:05,Beja,PNR,0,0.31,0.32,200
10/6/2019 23:05,Beja,MPT,0,0.26,0.27,169
10/6/2019 23:05,Beja,NC,0,0.18,0.19,118
10/6/2019 23:05,Beja,PDR,0,0.16,0.16,101
10/6/2019 23:05,Beja,PPM,0,0.15,0.15,95
10/6/2019 23:05,Beja,PTP,0,0.11,0.12,73
10/6/2019 23:05,Braga,PS,8,36.4,38.25,169468
10/6/2019 23:05,Braga,PPD/PSD,8,34.08,35.81,158652
10/6/2019 23:05,Braga,B.E.,2,8.88,9.33,41331
10/6/2019 23:05,Braga,CDS-PP,1,4.11,4.32,19127
10/6/2019 23:05,Braga,PCP-PEV,0,3.96,4.16,18443
10/6/2019 23:05,Braga,PAN,0,2.56,2.69,11934
10/6/2019 23:05,Braga,IL,0,0.82,0.86,3804
10/6/2019 23:05,Braga,R.I.R.,0,0.75,0.78,3469
10/6/2019 23:05,Braga,CH,0,0.68,0.72,3177
10/6/2019 23:05,Braga,L,0,0.68,0.72,3179
10/6/2019 23:05,Braga,PCTP/MRPP,0,0.5,0.52,2318
10/6/2019 23:05,Braga,A,0,0.47,0.49,2182
10/6/2019 23:05,Braga,NC,0,0.22,0.23,1017
10/6/2019 23:05,Braga,MPT,0,0.21,0.23,1000
10/6/2019 23:05,Braga,PNR,0,0.19,0.19,862
10/6/2019 23:05,Braga,PDR,0,0.13,0.14,620
10/6/2019 23:05,Braga,MAS,0,0.12,0.12,544
10/6/2019 23:05,Braga,PURP,0,0.12,0.12,549
10/6/2019 23:05,Braga,PTP,0,0.11,0.12,522
10/6/2019 23:05,Braga,JPP,0,0.09,0.09,411
10/6/2019 23:05,Braga,PPM,0,0.09,0.1,428
10/6/2019 23:05,Bragança,PPD/PSD,2,40.78,42.61,25909
10/6/2019 23:05,Bragança,PS,1,36.54,38.18,23215
10/6/2019 23:05,Bragança,B.E.,0,6.03,6.3,3833
10/6/2019 23:05,Bragança,CDS-PP,0,4.46,4.66,2831
10/6/2019 23:05,Bragança,PCP-PEV,0,2.12,2.22,1347
10/6/2019 23:05,Bragança,PAN,0,1.31,1.37,831
10/6/2019 23:05,Bragança,CH,0,0.84,0.88,533
10/6/2019 23:05,Bragança,R.I.R.,0,0.57,0.59,360
10/6/2019 23:05,Bragança,A,0,0.49,0.51,309
10/6/2019 23:05,Bragança,PCTP/MRPP,0,0.49,0.51,313
10/6/2019 23:05,Bragança,IL,0,0.43,0.45,271
10/6/2019 23:05,Bragança,L,0,0.42,0.44,270
10/6/2019 23:05,Bragança,PURP,0,0.29,0.3,184
10/6/2019 23:05,Bragança,PNR,0,0.27,0.28,172
10/6/2019 23:05,Bragança,NC,0,0.22,0.23,137
10/6/2019 23:05,Bragança,PDR,0,0.19,0.2,121
10/6/2019 23:05,Bragança,PTP,0,0.16,0.17,101
10/6/2019 23:05,Bragança,PPM,0,0.12,0.12,75
10/6/2019 23:05,Castelo Branco,PS,3,40.88,42.93,38302
10/6/2019 23:05,Castelo Branco,PPD/PSD,1,26.33,27.66,24674
10/6/2019 23:05,Castelo Branco,B.E.,0,11.05,11.6,10352
10/6/2019 23:05,Castelo Branco,PCP-PEV,0,4.75,4.99,4451
10/6/2019 23:05,Castelo Branco,CDS-PP,0,3.71,3.9,3479
10/6/2019 23:05,Castelo Branco,PAN,0,2.38,2.5,2231
10/6/2019 23:05,Castelo Branco,CH,0,1.27,1.33,1187
10/6/2019 23:05,Castelo Branco,L,0,0.89,0.93,834
10/6/2019 23:05,Castelo Branco,A,0,0.76,0.8,715
10/6/2019 23:05,Castelo Branco,PCTP/MRPP,0,0.74,0.78,694
10/6/2019 23:05,Castelo Branco,IL,0,0.58,0.61,543
10/6/2019 23:05,Castelo Branco,R.I.R.,0,0.58,0.61,541
10/6/2019 23:05,Castelo Branco,PURP,0,0.29,0.31,273
10/6/2019 23:05,Castelo Branco,PNR,0,0.26,0.28,246
10/6/2019 23:05,Castelo Branco,MPT,0,0.24,0.25,226
10/6/2019 23:05,Castelo Branco,PPM,0,0.2,0.21,183
10/6/2019 23:05,Castelo Branco,PTP,0,0.17,0.18,157
10/6/2019 23:05,Castelo Branco,PDR,0,0.13,0.14,125
